sortedformula,icsdnum,energyperatom,reduced_composition
Al1C1Nb2,606236.0,-7.255142625,Al1C1Nb2
Al1C1V2,606285.0,-6.718322125,Al1C1V2
Al1C3Cl6N3,240772.0,-5.60331688462,Al1C3Cl6N3
Al1C3Nb4,163550.0,-7.9558978125,Al1C3Nb4
Al1C3V4,163549.0,-7.3942200625,Al1C3V4
Al1Ca14Sb11,33266.0,-3.96354499038,Al1Ca14Sb11
Al1Ca1F14Mg3Na3,168054.0,-5.276911270454545,Al1Ca1F14Mg3Na3
Al1Ca1F5,69563.0,-5.896495432142857,Al1Ca1F5
Al1Ca1F6Li1,39700.0,-5.6917751616666665,Al1Ca1F6Li1
Al1Ca1F6Na1,80542.0,-5.588685066666668,Al1Ca1F6Na1
Al1Ca1Si1,155192.0,-4.1131424,Al1Ca1Si1
Al1Ca2F7,100308.0,-5.8853545935000025,Al1Ca2F7
Al1Ca2F9Pb1,180336.0,-5.658556131153849,Al1Ca2F9Pb1
Al1Ca3N3,410579.0,-5.98679782143,Al1Ca3N3
Al1Ca3Sb3,36363.0,-3.98816203571,Al1Ca3Sb3
Al1Cd1Cl4,59173.0,-3.319869,Al1Cd1Cl4
Al1Cd1F6Na1,80559.0,-4.8753295250000015,Al1Cd1F6Na1
Al1Cd1La3S7,606339.0,-5.554759916669999,Al1Cd1La3S7
Al1Cl3,39566.0,-3.8253725,Al1Cl3
Al1Cl4Cu1,165607.0,-3.43696829167,Al1Cl4Cu1
Al1Cl4Ga1,62232.0,-3.65586758333,Al1Cl4Ga1
Al1Cl4In1,170790.0,-3.66127875,Al1Cl4In1
Al1Cl4K1,1704.0,-3.80280308333,Al1Cl4K1
Al1Cl4Li1,35276.0,-3.82698833333,Al1Cl4Li1
Al1Cl4N1S2,27210.0,-4.17152278125,Al1Cl4N1S2
Al1Cl4Na1,71158.0,-3.73940670833,Al1Cl4Na1
Al1Cl4Sb2Te2,414297.0,-3.735400875,Al1Cl4Sb2Te2
Al1Cl4Se2,201221.0,-3.55904532143,Al1Cl4Se2
Al1Cl4Se4,26093.0,-3.55104179167,Al1Cl4Se4
Al1Cl4Te2,10322.0,-3.49637326786,Al1Cl4Te2
Al1Cl5N2S2Se1,40150.0,-4.23412975,Al1Cl5N2S2Se1
Al1Cl6I1,26510.0,-2.9054875,Al1Cl6I1
Al1Cl6I3,26403.0,-2.653544025,Al1Cl6I3
Al1Cl6N1S2,14181.0,-3.78991475,Al1Cl6N1S2
Al1Cl7S1,35685.0,-3.12356222222,Al1Cl7S1
Al1Cl7Se1,9064.0,-3.11436177778,Al1Cl7Se1
Al1Cl7Te1,26043.0,-3.22724475,Al1Cl7Te1
Al1Cl8Nb1,62029.0,-3.9355565,Al1Cl8Nb1
Al1Cl9N3P3,170869.0,-4.6524035468800005,Al1Cl9N3P3
Al1Co1La3S7,606601.0,-5.886838375,Al1Co1La3S7
Al1Co1S7Y3,606649.0,-6.11034195833,Al1Co1S7Y3
Al1Co2Si2,43353.0,-5.2247588,Al1Co2Si2
Al1Cr1La3S7,606794.0,-6.168277208330001,Al1Cr1La3S7
Al1Cu1O2,32632.0,-6.0418455,Al1Cu1O2
Al1Cu1S2,607076.0,-4.37841675,Al1Cu1S2
Al1Cu1Se2,600586.0,-3.877706875,Al1Cu1Se2
Al1Cu1Te2,28735.0,-3.40023625,Al1Cu1Te2
Al1F3,68826.0,-5.89290409625,Al1F3
Al1F4K1,60525.0,-5.428651025833332,Al1F4K1
Al1F4Na1,166361.0,-5.425753945,Al1F4Na1
Al1F4Rb1,26389.0,-5.3920220665,Al1F4Rb1
Al1F5K2,81864.0,-5.1673610125,Al1F5K2
Al1F5Sr1,411509.0,-5.855256587857142,Al1F5Sr1
Al1F6K2Li1,27672.0,-5.126792231333334,Al1F6K2Li1
Al1F6K2Na1,34201.0,-5.049102051499999,Al1F6K2Na1
Al1F6K3,262076.0,-5.006192362799999,Al1F6K3
Al1F6Li1Na2,96477.0,-5.1248690175,Al1F6Li1Na2
Al1F6Li1Sr1,68905.0,-5.659894492777778,Al1F6Li1Sr1
Al1F6Li3,85171.0,-5.2989232985,Al1F6Li3
Al1F6Na1Sr1,69433.0,-5.545829474583333,Al1F6Na1Sr1
Al1F6Na3,74209.0,-5.0353775745,Al1F6Na3
Al1F7Mg1Na2,76762.0,-5.231316386363637,Al1F7Mg1Na2
Al1F7Na2Zn1,400729.0,-4.8535453195454545,Al1F7Na2Zn1
Al1Fe1La3S7,607565.0,-6.029887875,Al1Fe1La3S7
Al1Fe1O3,203202.0,-7.26054445,Al1Fe1O3
Al1Fe1S7Y3,607623.0,-6.24987995833,Al1Fe1S7Y3
Al1Ge1Li1,170035.0,-3.711724,Al1Ge1Li1
Al1Ge1Mn1,607972.0,-5.2368788333300005,Al1Ge1Mn1
Al1Ge1Na1,10147.0,-3.41163266667,Al1Ge1Na1
Al1Ge1Na1O4,62316.0,-6.4682692381,Al1Ge1Na1O4
Al1Ge1O5Y1,32744.0,-7.59293446875,Al1Ge1O5Y1
Al1Ge1Sr1,166379.0,-3.824562,Al1Ge1Sr1
Al1Ge1Y1,76295.0,-5.2219015,Al1Ge1Y1
Al1Ge3Y2,78969.0,-5.366471125,Al1Ge3Y2
Al1I2Pd5,14164.0,-3.114134125,Al1I2Pd5
Al1I3,391247.0,-2.7480161875,Al1I3
Al1I4In1,418802.0,-2.73679916667,Al1I4In1
Al1I4Na1,400521.0,-2.75974579167,Al1I4Na1
Al1I7Te1,401395.0,-2.33434616667,Al1I7Te1
Al1I8P1,35403.0,-2.479985875,Al1I8P1
Al1I9P2,35404.0,-2.65666509375,Al1I9P2
Al1In1S3,8257.0,-4.59548696667,Al1In1S3
Al1In1Se3,608233.0,-4.08971336667,Al1In1Se3
Al1K1Mo2O8,28018.0,-7.17246075,Al1K1Mo2O8
Al1K1O2,151883.0,-6.2696719375,Al1K1O2
Al1K1O4Si1,162489.0,-7.09487382143,Al1K1O4Si1
Al1K1O6Si2,73664.0,-7.3476793,Al1K1O6Si2
Al1K1O8Si3,83534.0,-7.491172923080001,Al1K1O8Si3
Al1K1Sb4,300157.0,-3.777414375,Al1K1Sb4
Al1K1Te2,44703.0,-3.56865975,Al1K1Te2
Al1K2Li1P2,87592.0,-3.75694208333,Al1K2Li1P2
Al1K2Na1P2,73279.0,-3.56513958333,Al1K2Na1P2
Al1K3O3,166540.0,-5.11376342857,Al1K3O3
Al1K3P2,300130.0,-3.46337747917,Al1K3P2
Al1K3Se3,300172.0,-3.69701225,Al1K3Se3
Al1K3Te3,300168.0,-3.29783064286,Al1K3Te3
Al1K6Na3Sb4,401209.0,-2.64765992857,Al1K6Na3Sb4
Al1La1O3,90522.0,-7.8926683,Al1La1O3
Al1La1Si2,94501.0,-5.151871375,Al1La1Si2
Al1La3Mg1S7,608298.0,-5.77449575,Al1La3Mg1S7
Al1La3Mn1S7,608303.0,-6.17893204167,Al1La3Mn1S7
Al1La3N1,52629.0,-5.5445402,Al1La3N1
Al1La3Ni1S7,608317.0,-5.7820199999999975,Al1La3Ni1S7
Al1La3S7Ti1,608322.0,-6.075878041669999,Al1La3S7Ti1
Al1La3S7V1,608323.0,-6.179128625,Al1La3S7V1
Al1La3S7Zn1,608324.0,-5.623110583330001,Al1La3S7Zn1
Al1Li1,240116.0,-3.000583,Al1Li1
Al1Li1Na2P2,402083.0,-3.82159404167,Al1Li1Na2P2
Al1Li1S2,608360.0,-4.760092875,Al1Li1S2
Al1Li1Se2,280225.0,-4.2479771875,Al1Li1Se2
Al1Li1Si1,152086.0,-3.90304966667,Al1Li1Si1
Al1Li1Te2,280226.0,-3.69766125,Al1Li1Te2
Al1Li2Pd1,105504.0,-3.145497,Al1Li2Pd1
Al1Li2Pt1,105506.0,-3.5052550000000005,Al1Li2Pt1
Al1Li2Rh1,105508.0,-3.468611,Al1Li2Rh1
Al1Li3N2,25565.0,-5.20868516667,Al1Li3N2
Al1Mg1Si1,153549.0,-3.61527775,Al1Mg1Si1
Al1Mg3Mo5Na1O20,391347.0,-7.105842383330001,Al1Mg3Mo5Na1O20
Al1Mg4Si6,54781.0,-3.76772781818,Al1Mg4Si6
Al1Mn1S7Y3,608513.0,-6.395056083330001,Al1Mn1S7Y3
Al1Mo1O7V1,280775.0,-7.518872475,Al1Mo1O7V1
Al1Mo4S8,36562.0,-5.93260876923,Al1Mo4S8
Al1N1,41542.0,-7.4506215,Al1N1
Al1N1Ti2,157765.0,-6.921053,Al1N1Ti2
Al1N1Ti3,52642.0,-6.6275584,Al1N1Ti3
Al1N1Zr2,157763.0,-7.364003125,Al1N1Zr2
Al1N1Zr3,29521.0,-7.325528200000001,Al1N1Zr3
Al1N3Nb4,181352.0,-7.9741765625,Al1N3Nb4
Al1N3Ti4,91772.0,-7.77194575,Al1N3Ti4
Al1N3V4,181348.0,-7.622672875,Al1N3V4
Al1N7Si4Sr1,163667.0,-7.741155461539999,Al1N7Si4Sr1
Al1Na1O2,79404.0,-6.3445270625,Al1Na1O2
Al1Na1O4Si1,73511.0,-7.08614335714,Al1Na1O4Si1
Al1Na1O6Si2,10235.0,-7.3091155,Al1Na1O6Si2
Al1Na1O8Si3,68913.0,-7.474440461539999,Al1Na1O8Si3
Al1Na1P3Sr2,409319.0,-4.40839142857,Al1Na1P3Sr2
Al1Na1Se2,300173.0,-4.046339375,Al1Na1Se2
Al1Na1Si1,182834.0,-3.58681716667,Al1Na1Si1
Al1Na1Te2,44701.0,-3.50671175,Al1Na1Te2
Al1Na3P2,402081.0,-3.59993941667,Al1Na3P2
Al1Na3S3,300167.0,-4.06331882143,Al1Na3S3
Al1Na3Se3,300166.0,-3.68422982143,Al1Na3Se3
Al1Na3Te3,300163.0,-3.24361621429,Al1Na3Te3
Al1Nb1O4,24078.0,-7.91880625,Al1Nb1O4
Al1Nb1O8Sr4,419363.0,-7.02368348214,Al1Nb1O8Sr4
Al1Ni1S7Y3,608836.0,-6.010570458330001,Al1Ni1S7Y3
Al1O1,28920.0,-5.5737809999999985,Al1O1
Al1O2Rb1,28373.0,-6.18851575,Al1O2Rb1
Al1O3Rb3,74969.0,-4.98490842857,Al1O3Rb3
Al1O3Sc1,66885.0,-8.02030035,Al1O3Sc1
Al1O3Y1,4115.0,-8.14161525,Al1O3Y1
Al1O4Rb1Si1,160823.0,-7.07379689286,Al1O4Rb1Si1
Al1O4V1,165903.0,-7.54966808333,Al1O4V1
Al1O4V2,151457.0,-7.45815335714,Al1O4V2
Al1O4W1,4164.0,-8.04971625,Al1O4W1
Al1P1,609019.0,-5.1833775,Al1P1
Al1P1S4,56821.0,-4.86673083333,Al1P1S4
Al1P2,28672.0,-5.0649835,Al1P2
Al1P3Si1,10032.0,-5.3842225,Al1P3Si1
Al1Rb6Sb3,300217.0,-2.5891034,Al1Rb6Sb3
Al1Sb1,44978.0,-4.0907005,Al1Sb1
Al1Sb3Sr3,52652.0,-3.89814164286,Al1Sb3Sr3
Al1Sc2Si2,52653.0,-5.5894282,Al1Sc2Si2
Al1Si1Sr1,162865.0,-4.02043,Al1Si1Sr1
Al1Si1Te3,75001.0,-3.9819637,Al1Si1Te3
Al1Si1Y1,99138.0,-5.451041833330001,Al1Si1Y1
Al1Si2Y2,92450.0,-5.7855192,Al1Si2Y2
Al1Sn1,107883.0,-3.6598285,Al1Sn1
Al1Sn3Zr5,106250.0,-5.97851244444,Al1Sn3Zr5
Al2As3K3,60950.0,-3.6691285,Al2As3K3
Al2As3Na2,300193.0,-3.93753330357,Al2As3Na2
Al2As4Ba3,423779.0,-4.49724580556,Al2As4Ba3
Al2As4Ca3,60161.0,-4.5163187222199985,Al2As4Ca3
Al2As4Sr3,423787.0,-4.42606283333,Al2As4Sr3
Al2B2Ru3,43843.0,-6.00277914286,Al2B2Ru3
Al2Ba1Cl8,56735.0,-4.0475005,Al2Ba1Cl8
Al2Ba1Ge2,98514.0,-4.12583285,Al2Ba1Ge2
Al2Ba1Ge2O8,1282.0,-6.967510538460001,Al2Ba1Ge2O8
Al2Ba1O4,10036.0,-7.24173542857,Al2Ba1O4
Al2Ba1O8Si2,40530.0,-7.6368295,Al2Ba1O8Si2
Al2Ba1S4,35136.0,-5.173848297619999,Al2Ba1S4
Al2Ba1Si2,249559.0,-4.34745075,Al2Ba1Si2
Al2Ba1Te4,41165.0,-4.0371535000000005,Al2Ba1Te4
Al2Ba2Ca1F14Mg1,20393.0,-5.807401047000001,Al2Ba2Ca1F14Mg1
Al2Ba3F12,413546.0,-5.876293587205884,Al2Ba3F12
Al2Ba3Ge2,52612.0,-3.68666914286,Al2Ba3Ge2
Al2Ba3N4,410578.0,-6.05609555556,Al2Ba3N4
Al2Ba3O12Si3,27386.0,-7.1960596375,Al2Ba3O12Si3
Al2Ba3P4,423778.0,-4.841578277780001,Al2Ba3P4
Al2Ba3Si2,100128.0,-3.802666,Al2Ba3Si2
Al2Ba3Sn2,9565.0,-3.54797385714,Al2Ba3Sn2
Al2Ba5Ge7,417659.0,-4.05701660714,Al2Ba5Ge7
Al2Bi6Ca5,36364.0,-3.80975034615,Al2Bi6Ca5
Al2C1Mo3,42917.0,-6.59669466667,Al2C1Mo3
Al2C1Nb3,606237.0,-6.782118375,Al2C1Nb3
Al2C1Ni1Ti3,43862.0,-5.94575942857,Al2C1Ni1Ti3
Al2Ca1Cl8,56730.0,-3.9853125,Al2Ca1Cl8
Al2Ca1F9K1,72460.0,-5.683127321025642,Al2Ca1F9K1
Al2Ca1Ge2,409570.0,-4.1251174,Al2Ca1Ge2
Al2Ca1O4,241240.0,-7.26151467857,Al2Ca1O4
Al2Ca1O8Si2,202712.0,-7.615466499999999,Al2Ca1O8Si2
Al2Ca1S4,46016.0,-5.12733875,Al2Ca1S4
Al2Ca1Si2,20278.0,-4.363237000000002,Al2Ca1Si2
Al2Ca2O5,89708.0,-7.081182611110001,Al2Ca2O5
Al2Ca2O7Si1,24588.0,-7.34698729167,Al2Ca2O7Si1
Al2Ca2O9Sn2,260890.0,-6.833047766669999,Al2Ca2O9Sn2
Al2Ca3F14Na2,202657.0,-5.620369181666668,Al2Ca3F14Na2
Al2Ca3Ge2,52616.0,-3.75494242857,Al2Ca3Ge2
Al2Ca3N4,280348.0,-6.34653511111,Al2Ca3N4
Al2Ca3O12Si3,86350.0,-7.5031622375,Al2Ca3O12Si3
Al2Ca3O6,151369.0,-6.43439175758,Al2Ca3O6
Al2Ca3P4,423780.0,-4.91368466667,Al2Ca3P4
Al2Ca3Si2,100126.0,-3.89606185714,Al2Ca3Si2
Al2Ca5N8Si2,414469.0,-6.8111702352900005,Al2Ca5N8Si2
Al2Ca5Sb6,60146.0,-4.01778192308,Al2Ca5Sb6
Al2Cd1Cl8,62037.0,-3.5144049090900005,Al2Cd1Cl8
Al2Cd1O4,183382.0,-6.48016142857,Al2Cd1O4
Al2Cd1S4,83526.0,-4.53034028571,Al2Cd1S4
Al2Cd1Se4,174192.0,-4.00811528571,Al2Cd1Se4
Al2Cd1Te4,25640.0,-3.459919,Al2Cd1Te4
Al2Cd3O12Si3,27384.0,-6.6471604875,Al2Cd3O12Si3
Al2Cl1F25Sr10,202936.0,-5.733124562894738,Al2Cl1F25Sr10
Al2Cl8Co1,22143.0,-3.83321031818,Al2Cl8Co1
Al2Cl8Cr1,417005.0,-4.16816029545,Al2Cl8Cr1
Al2Cl8Cu1,54066.0,-3.47336159091,Al2Cl8Cu1
Al2Cl8Hg3,10321.0,-2.92074625,Al2Cl8Hg3
Al2Cl8Mg1,62046.0,-3.78383090909,Al2Cl8Mg1
Al2Cl8Ni1,417872.0,-3.70024818182,Al2Cl8Ni1
Al2Cl8Pd1,15595.0,-3.55169436364,Al2Cl8Pd1
Al2Cl8Sr1,56743.0,-4.00257552273,Al2Cl8Sr1
Al2Cl8Ti1,35154.0,-3.99138713636,Al2Cl8Ti1
Al2Cl8V1,415951.0,-4.170323000000002,Al2Cl8V1
Al2Co3O12Si3,27383.0,-7.24687705,Al2Co3O12Si3
Al2Cu1O4,24491.0,-6.52425492857,Al2Cu1O4
Al2F12Li3Na3,9923.0,-5.18511149125,Al2F12Li3Na3
Al2F12Pb3,74861.0,-5.36607721,Al2F12Pb3
Al2F16Sr5,411613.0,-5.819557551956523,Al2F16Sr5
Al2Fe1O4,56117.0,-7.3886725,Al2Fe1O4
Al2Fe1S4,607619.0,-5.23052142857,Al2Fe1S4
Al2Fe3O12Si3,89677.0,-7.5308808625,Al2Fe3O12Si3
Al2Fe3Si3,83664.0,-5.375701,Al2Fe3Si3
Al2Fe3Si4,83665.0,-5.36745988889,Al2Fe3Si4
Al2Ge2O7,201750.0,-6.9457696363600006,Al2Ge2O7
Al2Ge2Sr3,52617.0,-3.61392528571,Al2Ge2Sr3
Al2Ge2Y1,39053.0,-4.855714,Al2Ge2Y1
Al2Ge4Sr3,417968.0,-3.94895622222,Al2Ge4Sr3
Al2Ge8Sc11,76361.0,-5.561349476189999,Al2Ge8Sc11
Al2Hg1S4,25635.0,-4.29454957143,Al2Hg1S4
Al2Hg1Se4,183502.0,-3.7983910000000014,Al2Hg1Se4
Al2Hg1Te4,25641.0,-3.2886300000000004,Al2Hg1Te4
Al2I1La2,411690.0,-4.1820925,Al2I1La2
Al2I2La3,411691.0,-4.08466071429,Al2I2La3
Al2Ir1Li1,105155.0,-4.5637504999999985,Al2Ir1Li1
Al2K2O10Si3,180323.0,-7.230989558819997,Al2K2O10Si3
Al2K2Sb3,52627.0,-3.519657375,Al2K2Sb3
Al2Li1Pd1,105505.0,-3.68827125,Al2Li1Pd1
Al2Li1Pt1,105507.0,-4.065843,Al2Li1Pt1
Al2Li1Rh1,105509.0,-4.14492525,Al2Li1Rh1
Al2Li3,57951.0,-2.8239602,Al2Li3
Al2Mg1O4,26845.0,-7.12835807143,Al2Mg1O4
Al2Mg1S4,79672.0,-4.843668357139999,Al2Mg1S4
Al2Mg1Se4,41926.0,-4.24275885714,Al2Mg1Se4
Al2Mg1Si2,156101.0,-3.9769896,Al2Mg1Si2
Al2Mg2Se5,41928.0,-4.13550111111,Al2Mg2Se5
Al2Mg3O12Si3,86914.0,-7.2424078,Al2Mg3O12Si3
Al2Mn1S4,608509.0,-5.52124078571,Al2Mn1S4
Al2Mn1Te4,608538.0,-4.35791,Al2Mn1Te4
Al2Mn3O12Si3,94602.0,-7.83666885,Al2Mn3O12Si3
Al2Mo3O12,80448.0,-7.50365576471,Al2Mo3O12
Al2N1Nb3,608629.0,-6.83978170833,Al2N1Nb3
Al2N1Ni1Ti3,91338.0,-6.08394239286,Al2N1Ni1Ti3
Al2N4Sr3,74824.0,-6.108728611109999,Al2N4Sr3
Al2Na2O10Si3,160820.0,-7.18783294118,Al2Na2O10Si3
Al2Na2Sb3,52628.0,-3.4965163392900003,Al2Na2Sb3
Al2Na3Nb34O64,65161.0,-8.0094188835,Al2Na3Nb34O64
Al2Na7Sb5,48168.0,-3.02759771429,Al2Na7Sb5
Al2Nb35O70Rb4,75069.0,-7.976113549550001,Al2Nb35O70Rb4
Al2Ni1O1Ti3,91339.0,-5.81716689286,Al2Ni1O1Ti3
Al2O1,28919.0,-4.069093,Al2O1
Al2O10Rb2Si3,180324.0,-7.221747470589999,Al2O10Rb2Si3
Al2O11Si4,30119.0,-7.760975470589999,Al2O11Si4
Al2O12Si3Sr3,27385.0,-7.351887725,Al2O12Si3Sr3
Al2O12W3,90937.0,-8.06380786765,Al2O12W3
Al2O15Ti7,202646.0,-8.03072075,Al2O15Ti7
Al2O3,608996.0,-7.5001378,Al2O3
Al2O4Pb1,80128.0,-6.9430765,Al2O4Pb1
Al2O4Sr1,160297.0,-7.219316035710001,Al2O4Sr1
Al2O4Zn1,94157.0,-6.722992,Al2O4Zn1
Al2O5Si1,100399.0,-7.65984471875,Al2O5Si1
Al2O5Ti1,24133.0,-7.767593625,Al2O5Ti1
Al2O8Si2Sr1,245730.0,-7.42516063462,Al2O8Si2Sr1
Al2O9Pb2Si2,159977.0,-7.15252366667,Al2O9Pb2Si2
Al2O9Y4,80040.0,-8.35476193333,Al2O9Y4
Al2P4Sr3,409134.0,-4.79449011111,Al2P4Sr3
Al2Pb1S4,609026.0,-4.90815442857,Al2Pb1S4
Al2S3,73220.0,-5.03421873333,Al2S3
Al2S4Sr1,46018.0,-5.13875303571,Al2S4Sr1
Al2S4Zn1,44889.0,-4.6232977142900005,Al2S4Zn1
Al2Sb6Sr5,62304.0,-3.93416286538,Al2Sb6Sr5
Al2Se3,14373.0,-4.4334896,Al2Se3
Al2Se4Sr1,609319.0,-4.57407957143,Al2Se4Sr1
Al2Se4Zn1,25636.0,-4.07657028571,Al2Se4Zn1
Al2Si2Sr1,419886.0,-4.2960148,Al2Si2Sr1
Al2Si2Sr3,100127.0,-3.740936,Al2Si2Sr3
Al2Si2Y1,89550.0,-5.1292844,Al2Si2Y1
Al2Sn2Sr3,9564.0,-3.443599,Al2Sn2Sr3
Al2Te3,406353.0,-3.822128175,Al2Te3
Al2Te4Zn1,25639.0,-3.50749414286,Al2Te4Zn1
Al2Te5,78941.0,-3.63623242857,Al2Te5
Al3B2Ru4,43844.0,-5.96612733333,Al3B2Ru4
Al3B6Co20,43833.0,-5.18496634483,Al3B6Co20
Al3Ba10Ge7,1078.0,-3.639224,Al3Ba10Ge7
Al3Ba17O7,401792.0,-4.191876129630002,Al3Ba17O7
Al3Bi5Cl12,420082.0,-3.786987325,Al3Bi5Cl12
Al3Bi5I12,417775.0,-2.96564185,Al3Bi5I12
Al3C3Co1W9,421253.0,-8.22706521875,Al3C3Co1W9
Al3Cl12Na1Ni1,417871.0,-3.72389008824,Al3Cl12Na1Ni1
Al3Cl12Y1,78751.0,-4.15306147917,Al3Cl12Y1
Al3F12K2Na1,40178.0,-5.432907975555557,Al3F12K2Na1
Al3F12Na1Rb2,40177.0,-5.422034091666666,Al3F12Na1Rb2
Al3F14Na5,25618.0,-5.2493321975,Al3F14Na5
Al3F19Pb5,203224.0,-5.33885361462963,Al3F19Pb5
Al3Fe1Si2,79710.0,-4.75461495833,Al3Fe1Si2
Al3Fe2Si1,422341.0,-4.90914633333,Al3Fe2Si1
Al3Fe2Si3,81227.0,-5.04374948437,Al3Fe2Si3
Al3Ge2Ni1Y3,76297.0,-5.19724488889,Al3Ge2Ni1Y3
Al3Hf5N1,603995.0,-7.3278925,Al3Hf5N1
Al3I1Te3,66030.0,-3.643423,Al3I1Te3
Al3Li1,57952.0,-3.353117,Al3Li1
Al3Li12Si4,39597.0,-3.0845536578900004,Al3Li12Si4
Al3Li8Si5,51446.0,-3.39659775,Al3Li8Si5
Al3Na4O12Si3,56710.0,-6.81392675,Al3Na4O12Si3
Al3Na7O8,26405.0,-5.52163127778,Al3Na7O8
Al3O12Sc2Y3,67055.0,-8.2915336125,Al3O12Sc2Y3
Al3Si2Y2,75228.0,-5.19951128571,Al3Si2Y2
Al4Ba1Na2O16Si4,156657.0,-7.355041388889999,Al4Ba1Na2O16Si4
Al4Ba1S7,33237.0,-5.118047125,Al4Ba1S7
Al4Ba1Se7,181985.0,-4.54244325,Al4Ba1Se7
Al4Ba7Ge9,417660.0,-4.0149546,Al4Ba7Ge9
Al4Ca1O7,34487.0,-7.381034958330001,Al4Ca1O7
Al4Cu2O7,100355.0,-6.220740538459999,Al4Cu2O7
Al4K1Na3O16Si4,27596.0,-7.086229589289999,Al4K1Na3O16Si4
Al4K4Si19,180300.0,-4.60147155556,Al4K4Si19
Al4Li9,57953.0,-2.62300061538,Al4Li9
Al4Mg2O18Si5,261438.0,-7.543437068969999,Al4Mg2O18Si5
Al4Mn2O18Si5,89076.0,-7.79997146552,Al4Mn2O18Si5
Al4Na14O13,38063.0,-5.14023446774,Al4Na14O13
Al4Na2O16Si4Sr1,156656.0,-7.34340312963,Al4Na2O16Si4Sr1
Al4O1Si6Sr10,418387.0,-3.91497166667,Al4O1Si6Sr10
Al4O7Sr1,2817.0,-7.353836083330001,Al4O7Sr1
Al4Si19,180298.0,-4.9046883478300005,Al4Si19
Al4Sn3Sr11,159165.0,-2.93272986111,Al4Sn3Sr11
Al5Ba5Sn1,416338.0,-3.2883720000000003,Al5Ba5Sn1
Al5Na17O16,32600.0,-5.16578055263,Al5Na17O16
Al5Na1O12Ti2,15346.0,-7.51043625,Al5Na1O12Ti2
Al5O12Y3,31496.0,-8.0182155375,Al5O12Y3
Al6Ca4O13,245370.0,-7.1884273913,Al6Ca4O13
Al6Ca4O16W1,48023.0,-7.40370997222,Al6Ca4O16W1
Al6Ca5O14,1714.0,-7.14549018,Al6Ca5O14
Al6F21Na1Rb2,68555.0,-5.612855201333333,Al6F21Na1Rb2
Al6F34Na2Sr7,78488.0,-5.735686768775513,Al6F34Na2Sr7
Al6O11Sr2,97713.0,-7.30024188158,Al6O11Sr2
Al6O16Sr4W1,28483.0,-7.361919259260001,Al6O16Sr4W1
Al6O1Si8Sr13,418388.0,-3.87403046429,Al6O1Si8Sr13
Al7Ca6O16,164634.0,-7.09576836207,Al7Ca6O16
Al7Te10,62659.0,-3.82365008824,Al7Te10
Al8Fe1Mg3Si6,27140.0,-4.00351244444,Al8Fe1Mg3Si6
Al8Ge3Sr14,173215.0,-3.02967258,Al8Ge3Sr14
Al9Fe1Mg3Si5,96905.0,-4.025732777780002,Al9Fe1Mg3Si5
Al9Mn3Si1,76249.0,-4.6953893846199986,Al9Mn3Si1
As11Ca14Ga1,71176.0,-4.31366181731,As11Ca14Ga1
As11K3,36591.0,-4.16839096429,As11K3
As11Rb3,36592.0,-4.14656994643,As11Rb3
As12Fe4La1,23080.0,-5.14763629412,As12Fe4La1
As12La1Ru4,610778.0,-5.40669864706,As12La1Ru4
As14Ba3,1404.0,-4.63195335294,As14Ba3
As1Au1Ba1,420341.0,-3.6914885,As1Au1Ba1
As1Au1Bi8Cl9,419789.0,-3.53120798684,As1Au1Bi8Cl9
As1Au1Ca1,107915.0,-3.65678066667,As1Au1Ca1
As1Au1K2S4,85681.0,-3.7813250625,As1Au1K2S4
As1Au1Na2,23254.0,-2.745635875,As1Au1Na2
As1B1,181292.0,-5.690843,As1B1
As1B1Ba1F10,420600.0,-5.308934556730769,As1B1Ba1F10
As1B2Ir5Mg2,609843.0,-5.5463830000000005,As1B2Ir5Mg2
As1B2P1,181293.0,-6.05664975,As1B2P1
As1Ba1Cu1,41705.0,-3.6342405,As1Ba1Cu1
As1Ba1Li1,56445.0,-3.768488,As1Ba1Li1
As1Ba1Pd1,404724.0,-4.10050233333,As1Ba1Pd1
As1Ba1Pt1,59192.0,-4.4054355,As1Ba1Pt1
As1Ba2,42358.0,-3.66344083333,As1Ba2
As1Be1Li1,609869.0,-3.91496,As1Be1Li1
As1Be1Na1,100091.0,-3.63250633333,As1Be1Na1
As1Bi3Ni18S16,203066.0,-4.3088995,As1Bi3Ni18S16
As1Br3,26774.0,-2.8526983125,As1Br3
As1Br3Ca3,426.0,-4.00979942857,As1Br3Ca3
As1Br3F6,33811.0,-3.4925894785,As1Br3F6
As1Br3F6S1,202502.0,-3.636687794090909,As1Br3F6S1
As1Br3F6Te1,200689.0,-3.7038264777272727,As1Br3F6Te1
As1Br5F6,69057.0,-3.189952631666667,As1Br5F6
As1C1Cr3,609880.0,-6.4681238,As1C1Cr3
As1C1Nb2,43011.0,-7.5992475000000015,As1C1Nb2
As1C1V2,43874.0,-6.976925,As1C1V2
As1C1V3,25761.0,-6.9389416,As1C1V3
As1C3N3,35330.0,-7.323678714289999,As1C3N3
As1Ca1,43875.0,-4.4415510000000005,As1Ca1
As1Ca1Cu1,49741.0,-3.72526433333,As1Ca1Cu1
As1Ca1Rb1,409177.0,-3.3878125,As1Ca1Rb1
As1Ca2,166865.0,-3.82460033333,As1Ca2
As1Ca2I1,166534.0,-3.952301,As1Ca2I1
